Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.05578313850082232,0.06398661522117197,0.05578313850082232,0.06125170364975929,1031788800,0.0,0.0
1986-03-14,0.06125166871808617,0.0645334349328095,0.06125166871808617,0.06343909353017807,308160000,0.0,0.0
1986-03-17,0.06343911538044168,0.06508031355137214,0.06343911538044168,0.06453345715999603,133171200,0.0,0.0
1986-03-18,0.0645334792517714,0.06508033583035318,0.06234542394042686,0.06289228051900864,67766400,0.0,0.0
1986-03-19,0.06289228578909493,0.0634391424135008,0.061251715915877344,0.0617985725402832,47894400,0.0,0.0
1986-03-20,0.06179854621904879,0.06179854621904879,0.059611120653093555,0.06015797704458237,58435200,0.0,0.0
1986-03-21,0.06015798828272655,0.06125170127002125,0.05742370581448983,0.058517418801784515,59990400,0.0,0.0
1986-03-24,0.058517392036649775,0.058517392036649775,0.05632996706256165,0.05687682330608368,65289600,0.0,0.0
1986-03-25,0.05687684446786677,0.057970557361841195,0.05632998802087956,0.0579705573618412,32083200,0.0,0.0
1986-03-26,0.05797055381464385,0.06015797946874492,0.057423697401118586,0.05961112305521965,22752000,0.0,0.0
1986-03-27,0.05961113658510695,0.060704849660396576,0.05961113658510695,0.060704849660396576,16848000,0.0,0.0
1986-03-31,0.06070483343607117,0.06070483343607117,0.05906426426160475,0.06015797704458237,12873600,0.0,0.0
1986-04-01,0.06015797946874492,0.06015797946874492,0.05961112305521965,0.05961112305521965,11088000,0.0,0.0
1986-04-02,0.059611120653093555,0.06125168982755998,0.059611120653093555,0.06015797704458237,27014400,0.0,0.0
1986-04-03,0.060704849660396576,0.06234541927333102,0.060704849660396576,0.060704849660396576,23040000,0.0,0.0
1986-04-04,0.060704849660396576,0.06125170619804139,0.060704849660396576,0.060704849660396576,26582400,0.0,0.0
1986-04-07,0.060704835882270186,0.061251692295795454,0.05851741022816912,0.05961112305521965,16560000,0.0,0.0
1986-04-08,0.059611120653093555,0.06125168982755998,0.059611120653093555,0.06015797704458237,10252800,0.0,0.0
1986-04-09,0.060157990619971895,0.06179856016465299,0.060157990619971895,0.06125170364975929,12153600,0.0,0.0
1986-04-10,0.061251715915877344,0.06234542916468907,0.06015800266706563,0.0617985725402832,13881600,0.0,0.0
1986-04-11,0.06234542394042686,0.06398662267318964,0.06234542394042686,0.06289228051900864,17222400,0.0,0.0
1986-04-14,0.0628922373271551,0.06398657872978653,0.0628922373271551,0.06343909353017807,12153600,0.0,0.0
1986-04-15,0.06343909353017807,0.06343909353017807,0.06125166871808617,0.06343909353017807,9302400,0.0,0.0
1986-04-16,0.06343913234310392,0.06617404402806051,0.06289227580550664,0.06562718749046326,31910400,0.0,0.0
1986-04-17,0.06562716649076297,0.06617402285337448,0.06562716649076297,0.06617402285337448,22003200,0.0,0.0
1986-04-18,0.06617404808146167,0.06617404808146167,0.06343913622898176,0.06398662179708481,21628800,0.0,0.0
1986-04-21,0.06398662179708481,0.06453347836817902,0.06234542308679333,0.06398662179708481,22924800,0.0,0.0
1986-04-22,0.06398662267318964,0.06398662267318964,0.06289228051900864,0.06289228051900864,15552000,0.0,0.0
1986-04-23,0.06289226116644209,0.06343911757675078,0.0623454047561334,0.06316568702459335,15609600,0.0,0.0
1986-04-24,0.06316568889288753,0.07054888199425942,0.06289226302664896,0.06945516914129257,62352000,0.0,0.0
1986-04-25,0.07000206061077442,0.0768384007079315,0.07000206061077442,0.07383068650960922,85795200,0.0,0.0
