Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.05565351717322159,0.0638379317616796,0.05565351717322159,0.06110937520861626,1031788800,0.0,0.0
1986-03-14,0.061109356160325444,0.06438349749635136,0.061109356160325444,0.06329169869422913,308160000,0.0,0.0
1986-03-17,0.06329170049120127,0.06492908497328788,0.06329170049120127,0.06438349932432175,133171200,0.0,0.0
1986-03-18,0.06438349187080838,0.06492907745661347,0.0622005219924725,0.06274610757827759,67766400,0.0,0.0
1986-03-19,0.0627461456081072,0.06329173152458661,0.061109387858668984,0.06165497377514839,47894400,0.0,0.0
1986-03-20,0.06165496923199558,0.06165496923199558,0.059472625726887704,0.06001821160316467,58435200,0.0,0.0
1986-03-21,0.060018191613718144,0.0611093630028504,0.0572902631408875,0.05838143453001976,59990400,0.0,0.0
1986-03-24,0.058381440793197105,0.058381440793197105,0.05619909778081022,0.05674468353390694,65289600,0.0,0.0
1986-03-25,0.056744679437232354,0.05783585086464882,0.05619909372352412,0.05783585086464882,32083200,0.0,0.0
1986-03-26,0.05783585937981846,0.06001820255595763,0.05729027358578366,0.059472616761922836,22752000,0.0,0.0
1986-03-27,0.059472619897643214,0.060563791543245316,0.059472619897643214,0.060563791543245316,16848000,0.0,0.0
1986-03-31,0.06056379747944164,0.06056379747944164,0.05892703985061073,0.06001821160316467,12873600,0.0,0.0
1986-04-01,0.06001820255595763,0.06001820255595763,0.059472616761922836,0.059472616761922836,11088000,0.0,0.0
1986-04-02,0.059472625726887704,0.06110938335571861,0.059472625726887704,0.06001821160316467,27014400,0.0,0.0
1986-04-03,0.060563791543245316,0.06220054901164846,0.060563791543245316,0.060563791543245316,23040000,0.0,0.0
1986-04-04,0.060563791543245316,0.06110937736604636,0.060563791543245316,0.060563791543245316,26582400,0.0,0.0
1986-04-07,0.060563788349992424,0.061109374144027215,0.05838144517385325,0.059472616761922836,16560000,0.0,0.0
1986-04-08,0.059472625726887704,0.06110938335571861,0.059472625726887704,0.06001821160316467,10252800,0.0,0.0
1986-04-09,0.060018203601537326,0.06165496101215572,0.060018203601537326,0.06110937520861626,12153600,0.0,0.0
1986-04-10,0.061109387858668984,0.0622005596916278,0.06001821602571017,0.06165497377514839,13881600,0.0,0.0
1986-04-11,0.0622005219924725,0.06383790628500331,0.0622005219924725,0.06274610757827759,17222400,0.0,0.0
1986-04-14,0.06274611306075321,0.06383791186287543,0.06274611306075321,0.06329169869422913,12153600,0.0,0.0
1986-04-15,0.06329169869422913,0.06329169869422913,0.061109356160325444,0.06329169869422913,9302400,0.0,0.0
1986-04-16,0.06329171826279918,0.06602027480896587,0.06274613246063873,0.06547468900680542,31910400,0.0,0.0
